STATE/UT,Year,CAUSE,Male,Female,Total,Hour,Time_Category,Speed,Speed_Limit,Road_Condition,Weather
ARUNACHAL PRADESH,2002,Car (Government),0,0,0,23,Night,25,80,Damaged,Fog
ARUNACHAL PRADESH,2002,Car (Private),0,0,0,0,Night,66,60,Damaged,Cloudy
ARUNACHAL PRADESH,2002,Three Wheeler,1,0,1,23,Night,47,80,Damaged,Rainy
ARUNACHAL PRADESH,2002,Two Wheeler,14,2,16,19,Evening,43,80,Dry,Fog
ARUNACHAL PRADESH,2002,Bicycle,0,0,0,10,Morning,51,40,Wet,Windy
ARUNACHAL PRADESH,2002,Pedestrian,0,0,0,16,Afternoon,42,80,Dry,Windy
ARUNACHAL PRADESH,2002,Others (Please Specify),0,0,0,7,Morning,36,40,Snow,Fog
ARUNACHAL PRADESH,2002,Total Deaths (Persons),94,20,114,3,Night,46,80,Damaged,Cloudy
ARUNACHAL PRADESH,2002,Total Truck/Lorry,61,13,74,5,Morning,37,60,Damaged,Fog
ARUNACHAL PRADESH,2002,Total Bus,4,2,6,7,Morning,38,80,Damaged,Cloudy
ARUNACHAL PRADESH,2002,Total Tempo/Vans,2,0,2,19,Evening,25,60,Gravel,Fog
ARUNACHAL PRADESH,2002,Total Jeep,12,3,15,2,Night,69,40,Wet,Cloudy
ARUNACHAL PRADESH,2002,Total Car,0,0,0,15,Afternoon,56,60,Dry,Clear
ARUNACHAL PRADESH,2003,Truck/Lorry (Government),7,2,9,2,Night,42,80,Wet,Fog
ARUNACHAL PRADESH,2003,Truck/Lorry (Private),40,6,46,17,Evening,55,60,Damaged,Cloudy
ARUNACHAL PRADESH,2003,Bus (Government),8,11,19,13,Afternoon,28,40,Snow,Rainy
ARUNACHAL PRADESH,2003,Bus (Private),23,2,25,17,Evening,38,60,Gravel,Rainy
ARUNACHAL PRADESH,2003,Tempo/Vans (Government),0,0,0,1,Night,54,60,Wet,Fog
ARUNACHAL PRADESH,2003,Tempo/Vans (Private),3,0,3,21,Night,54,80,Snow,Fog
ARUNACHAL PRADESH,2003,Jeep (Government),0,0,0,2,Night,52,80,Damaged,Windy
ARUNACHAL PRADESH,2003,Jeep (Private),13,2,15,15,Afternoon,51,60,Damaged,Cloudy
ARUNACHAL PRADESH,2003,Car (Government),0,0,0,8,Morning,45,40,Damaged,Fog
ARUNACHAL PRADESH,2003,Car (Private),0,0,0,3,Night,37,60,Damaged,Rainy
ARUNACHAL PRADESH,2003,Three Wheeler,5,0,5,0,Night,49,40,Gravel,Rainy
ARUNACHAL PRADESH,2003,Two Wheeler,11,1,12,3,Night,60,40,Gravel,Rainy
ARUNACHAL PRADESH,2003,Bicycle,1,0,1,0,Night,73,40,Wet,Cloudy
ARUNACHAL PRADESH,2003,Pedestrian,0,0,0,13,Afternoon,53,60,Damaged,Clear
ARUNACHAL PRADESH,2003,Others (Please Specify),0,0,0,20,Evening,38,40,Gravel,Fog
ARUNACHAL PRADESH,2003,Total Deaths (Persons),111,24,135,15,Afternoon,73,60,Snow,Clear
ARUNACHAL PRADESH,2003,Total Truck/Lorry,47,8,55,19,Evening,42,40,Gravel,Cloudy
ARUNACHAL PRADESH,2003,Total Bus,31,13,44,23,Night,38,40,Gravel,Fog
ARUNACHAL PRADESH,2003,Total Tempo/Vans,3,0,3,7,Morning,51,60,Wet,Windy
ARUNACHAL PRADESH,2003,Total Jeep,13,2,15,6,Morning,25,80,Gravel,Fog
ARUNACHAL PRADESH,2003,Total Car,0,0,0,2,Night,47,80,Snow,Fog
ARUNACHAL PRADESH,2004,Truck/Lorry (Government),12,0,12,16,Afternoon,24,60,Damaged,Fog
ARUNACHAL PRADESH,2004,Truck/Lorry (Private),36,3,39,0,Night,23,60,Dry,Fog
ARUNACHAL PRADESH,2004,Bus (Government),0,0,0,15,Afternoon,26,80,Wet,Fog
ARUNACHAL PRADESH,2004,Bus (Private),55,22,77,11,Morning,43,80,Snow,Cloudy
ARUNACHAL PRADESH,2004,Tempo/Vans (Government),0,0,0,18,Evening,37,80,Wet,Fog
ARUNACHAL PRADESH,2004,Tempo/Vans (Private),7,0,7,21,Night,56,60,Damaged,Cloudy
ARUNACHAL PRADESH,2004,Jeep (Government),0,0,0,22,Night,25,40,Gravel,Fog
ARUNACHAL PRADESH,2004,Jeep (Private),3,2,5,21,Night,36,60,Gravel,Fog
ARUNACHAL PRADESH,2004,Car (Government),0,0,0,13,Afternoon,65,80,Snow,Cloudy
ARUNACHAL PRADESH,2004,Car (Private),4,1,5,5,Morning,42,40,Damaged,Fog
ARUNACHAL PRADESH,2004,Three Wheeler,6,0,6,5,Morning,45,60,Dry,Rainy
ARUNACHAL PRADESH,2004,Two Wheeler,18,5,23,12,Afternoon,34,80,Dry,Fog
ARUNACHAL PRADESH,2004,Bicycle,1,0,1,18,Evening,62,60,Gravel,Windy
ARUNACHAL PRADESH,2004,Pedestrian,5,1,6,21,Night,76,40,Damaged,Cloudy
ARUNACHAL PRADESH,2004,Others (Please Specify),0,0,0,7,Morning,25,80,Damaged,Fog
ARUNACHAL PRADESH,2004,Total Deaths (Persons),147,34,181,1,Night,25,60,Snow,Fog
ARUNACHAL PRADESH,2004,Total Truck/Lorry,48,3,51,20,Evening,46,40,Dry,Cloudy
ARUNACHAL PRADESH,2004,Total Bus,55,22,77,0,Night,80,40,Snow,Clear
ARUNACHAL PRADESH,2004,Total Tempo/Vans,7,0,7,14,Afternoon,41,60,Wet,Rainy
ARUNACHAL PRADESH,2004,Total Jeep,3,2,5,0,Night,63,40,Damaged,Rainy
ARUNACHAL PRADESH,2004,Total Car,4,1,5,4,Night,43,80,Dry,Fog
ARUNACHAL PRADESH,2005,Truck/Lorry (Government),11,1,12,15,Afternoon,60,40,Snow,Cloudy
ARUNACHAL PRADESH,2005,Truck/Lorry (Private),33,2,35,18,Evening,59,60,Gravel,Windy
ARUNACHAL PRADESH,2005,Bus (Government),0,1,1,3,Night,54,80,Wet,Fog
ARUNACHAL PRADESH,2005,Bus (Private),4,1,5,2,Night,55,40,Snow,Rainy
ARUNACHAL PRADESH,2005,Tempo/Vans (Government),0,0,0,16,Afternoon,21,40,Gravel,Fog
ARUNACHAL PRADESH,2005,Tempo/Vans (Private),7,2,9,16,Afternoon,40,80,Dry,Cloudy
ARUNACHAL PRADESH,2005,Jeep (Government),2,0,2,11,Morning,48,80,Dry,Windy
ARUNACHAL PRADESH,2005,Jeep (Private),6,1,7,13,Afternoon,75,40,Wet,Clear
ARUNACHAL PRADESH,2005,Car (Government),0,0,0,20,Evening,51,80,Gravel,Windy
ARUNACHAL PRADESH,2005,Car (Private),2,0,2,5,Morning,22,60,Damaged,Fog
ARUNACHAL PRADESH,2005,Three Wheeler,2,1,3,2,Night,36,40,Dry,Rainy
ARUNACHAL PRADESH,2005,Two Wheeler,11,0,11,8,Morning,59,60,Damaged,Cloudy
ARUNACHAL PRADESH,2005,Bicycle,0,0,0,4,Night,46,40,Damaged,Fog
ARUNACHAL PRADESH,2005,Pedestrian,1,1,2,23,Night,67,60,Snow,Clear
ARUNACHAL PRADESH,2005,Others (Please Specify),0,0,0,16,Afternoon,46,60,Snow,Cloudy
ARUNACHAL PRADESH,2005,Total Deaths (Persons),79,10,89,13,Afternoon,38,80,Dry,Cloudy
ARUNACHAL PRADESH,2005,Total Truck/Lorry,44,3,47,20,Evening,58,40,Damaged,Cloudy
ARUNACHAL PRADESH,2005,Total Bus,4,2,6,2,Night,42,80,Snow,Fog
ARUNACHAL PRADESH,2005,Total Tempo/Vans,7,2,9,0,Night,74,80,Gravel,Clear
ARUNACHAL PRADESH,2005,Total Jeep,8,1,9,19,Evening,22,40,Gravel,Fog
ARUNACHAL PRADESH,2005,Total Car,2,0,2,20,Evening,59,60,Gravel,Cloudy
ARUNACHAL PRADESH,2006,Truck/Lorry (Government),21,2,23,22,Night,72,40,Gravel,Cloudy
ARUNACHAL PRADESH,2006,Truck/Lorry (Private),23,1,24,0,Night,54,40,Damaged,Rainy
ARUNACHAL PRADESH,2006,Bus (Government),0,0,0,2,Night,64,40,Gravel,Windy
ARUNACHAL PRADESH,2006,Bus (Private),4,1,5,17,Evening,20,80,Damaged,Fog
ARUNACHAL PRADESH,2006,Tempo/Vans (Government),3,0,3,9,Morning,71,40,Dry,Clear
ARUNACHAL PRADESH,2006,Tempo/Vans (Private),0,0,0,21,Night,66,40,Dry,Cloudy
ARUNACHAL PRADESH,2006,Jeep (Government),6,1,7,2,Night,36,40,Gravel,Fog
ARUNACHAL PRADESH,2006,Jeep (Private),11,0,11,7,Morning,55,60,Gravel,Windy
ARUNACHAL PRADESH,2006,Car (Government),2,1,3,13,Afternoon,27,60,Gravel,Fog
ARUNACHAL PRADESH,2006,Car (Private),1,0,1,23,Night,46,60,Dry,Windy
ARUNACHAL PRADESH,2006,Three Wheeler,0,0,0,17,Evening,25,60,Snow,Fog
ARUNACHAL PRADESH,2006,Two Wheeler,38,0,38,14,Afternoon,37,80,Dry,Rainy
ARUNACHAL PRADESH,2006,Bicycle,0,0,0,21,Night,40,80,Gravel,Fog
ARUNACHAL PRADESH,2006,Pedestrian,0,0,0,22,Night,60,40,Snow,Rainy
ARUNACHAL PRADESH,2006,Others (Please Specify),1,0,1,1,Night,50,80,Snow,Windy
ARUNACHAL PRADESH,2006,Total Deaths (Persons),110,6,116,9,Morning,49,60,Wet,Cloudy
ARUNACHAL PRADESH,2006,Total Truck/Lorry,44,3,47,1,Night,75,40,Damaged,Cloudy
ARUNACHAL PRADESH,2006,Total Bus,4,1,5,16,Afternoon,44,40,Gravel,Fog
ARUNACHAL PRADESH,2006,Total Tempo/Vans,3,0,3,7,Morning,47,60,Damaged,Clear
ARUNACHAL PRADESH,2006,Total Jeep,17,1,18,0,Night,50,60,Wet,Fog
ARUNACHAL PRADESH,2006,Total Car,3,1,4,8,Morning,53,60,Damaged,Rainy
ARUNACHAL PRADESH,2007,Truck/Lorry (Government),12,2,14,10,Morning,42,80,Gravel,Rainy
ARUNACHAL PRADESH,2007,Truck/Lorry (Private),27,4,31,21,Night,54,40,Wet,Windy
ARUNACHAL PRADESH,2007,Bus (Government),1,1,2,15,Afternoon,34,60,Damaged,Fog
ARUNACHAL PRADESH,2007,Bus (Private),4,0,4,6,Morning,33,40,Dry,Windy
ARUNACHAL PRADESH,2007,Tempo/Vans (Government),0,0,0,9,Morning,71,40,Snow,Clear
ARUNACHAL PRADESH,2007,Tempo/Vans (Private),0,0,0,22,Night,49,80,Wet,Cloudy
ARUNACHAL PRADESH,2007,Jeep (Government),5,2,7,2,Night,59,40,Dry,Cloudy
ARUNACHAL PRADESH,2007,Jeep (Private),6,1,7,17,Evening,48,60,Gravel,Fog
ARUNACHAL PRADESH,2007,Car (Government),0,0,0,23,Night,48,60,Snow,Windy
ARUNACHAL PRADESH,2007,Car (Private),15,0,15,12,Afternoon,40,40,Wet,Windy
ARUNACHAL PRADESH,2007,Three Wheeler,2,0,2,6,Morning,50,40,Snow,Clear
ARUNACHAL PRADESH,2007,Two Wheeler,16,4,20,3,Night,48,80,Wet,Windy
ARUNACHAL PRADESH,2007,Bicycle,1,0,1,12,Afternoon,29,60,Wet,Rainy
ARUNACHAL PRADESH,2007,Pedestrian,0,0,0,19,Evening,43,60,Damaged,Rainy
ARUNACHAL PRADESH,2007,Others (Please Specify),5,0,5,0,Night,54,40,Snow,Rainy
ARUNACHAL PRADESH,2007,Total Deaths (Persons),94,14,108,7,Morning,29,40,Snow,Fog
ARUNACHAL PRADESH,2007,Total Truck/Lorry,39,6,45,13,Afternoon,48,40,Dry,Rainy
ARUNACHAL PRADESH,2007,Total Bus,5,1,6,15,Afternoon,49,60,Gravel,Rainy
ARUNACHAL PRADESH,2007,Total Tempo/Vans,0,0,0,13,Afternoon,43,40,Dry,Cloudy
ARUNACHAL PRADESH,2007,Total Jeep,11,3,14,11,Morning,24,80,Damaged,Fog
ARUNACHAL PRADESH,2007,Total Car,15,0,15,18,Evening,32,80,Wet,Rainy
ARUNACHAL PRADESH,2008,Truck/Lorry (Government),3,0,3,22,Night,75,40,Damaged,Clear
ARUNACHAL PRADESH,2008,Truck/Lorry (Private),49,2,51,14,Afternoon,29,80,Damaged,Rainy
ARUNACHAL PRADESH,2008,Bus (Government),7,1,8,1,Night,36,80,Dry,Fog
ARUNACHAL PRADESH,2008,Bus (Private),6,1,7,1,Night,57,80,Wet,Windy
ARUNACHAL PRADESH,2008,Tempo/Vans (Government),0,0,0,22,Night,66,80,Gravel,Cloudy
ARUNACHAL PRADESH,2008,Tempo/Vans (Private),0,0,0,21,Night,63,80,Damaged,Cloudy
ARUNACHAL PRADESH,2008,Jeep (Government),1,1,2,18,Evening,41,60,Gravel,Fog
ARUNACHAL PRADESH,2008,Jeep (Private),9,8,17,21,Night,57,40,Wet,Rainy
ARUNACHAL PRADESH,2008,Car (Government),0,0,0,21,Night,73,80,Wet,Clear
ARUNACHAL PRADESH,2008,Car (Private),3,4,7,16,Afternoon,42,40,Dry,Rainy
ARUNACHAL PRADESH,2008,Three Wheeler,1,3,4,19,Evening,59,80,Snow,Rainy
ARUNACHAL PRADESH,2008,Two Wheeler,20,1,21,9,Morning,54,60,Dry,Clear
ARUNACHAL PRADESH,2008,Bicycle,0,0,0,5,Morning,37,60,Gravel,Cloudy
ARUNACHAL PRADESH,2008,Pedestrian,3,2,5,14,Afternoon,40,80,Dry,Rainy
ARUNACHAL PRADESH,2008,Others (Please Specify),0,0,0,21,Night,62,80,Wet,Windy
ARUNACHAL PRADESH,2008,Total Deaths (Persons),102,23,125,10,Morning,55,80,Damaged,Windy
ARUNACHAL PRADESH,2008,Total Truck/Lorry,52,2,54,4,Night,31,60,Snow,Fog
ARUNACHAL PRADESH,2008,Total Bus,13,2,15,0,Night,52,60,Wet,Fog
ARUNACHAL PRADESH,2008,Total Tempo/Vans,0,0,0,7,Morning,73,40,Damaged,Clear
ARUNACHAL PRADESH,2008,Total Jeep,10,9,19,20,Evening,51,60,Gravel,Clear
ARUNACHAL PRADESH,2008,Total Car,3,4,7,11,Morning,33,80,Gravel,Fog
ARUNACHAL PRADESH,2009,Truck/Lorry (Government),3,0,3,11,Morning,50,40,Gravel,Rainy
ARUNACHAL PRADESH,2009,Truck/Lorry (Private),49,2,51,4,Night,49,60,Dry,Cloudy
ARUNACHAL PRADESH,2009,Bus (Government),7,1,8,6,Morning,48,60,Gravel,Windy
ARUNACHAL PRADESH,2009,Bus (Private),6,1,7,3,Night,59,80,Gravel,Clear
ARUNACHAL PRADESH,2009,Tempo/Vans (Government),0,0,0,5,Morning,20,40,Dry,Fog
ARUNACHAL PRADESH,2009,Tempo/Vans (Private),0,0,0,12,Afternoon,53,60,Damaged,Windy
ARUNACHAL PRADESH,2009,Jeep (Government),1,1,2,19,Evening,68,60,Wet,Clear
ARUNACHAL PRADESH,2009,Jeep (Private),9,8,17,14,Afternoon,49,80,Snow,Clear
ARUNACHAL PRADESH,2009,Car (Government),0,0,0,2,Night,38,40,Gravel,Rainy
ARUNACHAL PRADESH,2009,Car (Private),3,4,7,22,Night,67,40,Gravel,Clear
ARUNACHAL PRADESH,2009,Three Wheeler,1,3,4,7,Morning,52,40,Gravel,Cloudy
ARUNACHAL PRADESH,2009,Two Wheeler,20,1,21,19,Evening,61,40,Dry,Clear
ARUNACHAL PRADESH,2009,Bicycle,0,0,0,15,Afternoon,66,80,Dry,Cloudy
ARUNACHAL PRADESH,2009,Pedestrian,3,2,5,12,Afternoon,57,60,Dry,Rainy
ARUNACHAL PRADESH,2009,Others (Please Specify),0,0,0,17,Evening,68,60,Snow,Cloudy
ARUNACHAL PRADESH,2009,Total Deaths (Persons),102,23,125,9,Morning,45,40,Wet,Windy
ARUNACHAL PRADESH,2009,Total Truck/Lorry,52,2,54,18,Evening,70,40,Gravel,Clear
ARUNACHAL PRADESH,2009,Total Bus,13,2,15,16,Afternoon,21,40,Damaged,Fog
ARUNACHAL PRADESH,2009,Total Tempo/Vans,0,0,0,23,Night,27,60,Gravel,Fog
ARUNACHAL PRADESH,2009,Total Jeep,10,9,19,18,Evening,67,60,Gravel,Cloudy
ARUNACHAL PRADESH,2009,Total Car,3,4,7,22,Night,47,40,Gravel,Rainy
ARUNACHAL PRADESH,2010,Truck/Lorry (Government),16,1,17,4,Night,46,80,Gravel,Cloudy
ARUNACHAL PRADESH,2010,Truck/Lorry (Private),36,4,40,20,Evening,63,60,Wet,Cloudy
ARUNACHAL PRADESH,2010,Bus (Government),3,0,3,22,Night,74,60,Damaged,Cloudy
ARUNACHAL PRADESH,2010,Bus (Private),2,0,2,8,Morning,53,40,Dry,Windy
ARUNACHAL PRADESH,2010,Tempo/Vans (Government),1,0,1,11,Morning,51,80,Damaged,Windy
ARUNACHAL PRADESH,2010,Tempo/Vans (Private),1,0,1,20,Evening,60,40,Gravel,Cloudy
ARUNACHAL PRADESH,2010,Jeep (Government),0,0,0,0,Night,39,40,Damaged,Rainy
ARUNACHAL PRADESH,2010,Jeep (Private),6,3,9,0,Night,80,80,Gravel,Clear
ARUNACHAL PRADESH,2010,Car (Government),1,0,1,14,Afternoon,20,80,Damaged,Fog
ARUNACHAL PRADESH,2010,Car (Private),9,1,10,1,Night,59,80,Snow,Windy
ARUNACHAL PRADESH,2010,Three Wheeler,4,2,6,21,Night,80,60,Damaged,Clear
ARUNACHAL PRADESH,2010,Two Wheeler,28,6,34,15,Afternoon,59,40,Dry,Windy
ARUNACHAL PRADESH,2010,Bicycle,1,0,1,7,Morning,62,60,Dry,Windy
ARUNACHAL PRADESH,2010,Pedestrian,3,1,4,12,Afternoon,36,80,Damaged,Windy
ARUNACHAL PRADESH,2010,Others (Please Specify),9,1,10,20,Evening,42,60,Damaged,Cloudy
ARUNACHAL PRADESH,2010,Total Deaths (Persons),120,19,139,0,Night,63,80,Wet,Cloudy
ARUNACHAL PRADESH,2010,Total Truck/Lorry,52,5,57,15,Afternoon,63,80,Damaged,Windy
ARUNACHAL PRADESH,2010,Total Bus,5,0,5,6,Morning,46,40,Dry,Windy
ARUNACHAL PRADESH,2010,Total Tempo/Vans,2,0,2,4,Night,42,40,Snow,Fog
ARUNACHAL PRADESH,2010,Total Jeep,6,3,9,21,Night,75,40,Dry,Clear
ARUNACHAL PRADESH,2010,Total Car,10,1,11,22,Night,54,60,Wet,Clear
ARUNACHAL PRADESH,2011,Truck/Lorry (Government),5,0,5,2,Night,39,40,Damaged,Rainy
ARUNACHAL PRADESH,2011,Truck/Lorry (Private),26,5,31,11,Morning,37,80,Snow,Rainy
ARUNACHAL PRADESH,2011,Bus (Government),1,1,2,15,Afternoon,53,40,Dry,Rainy
ARUNACHAL PRADESH,2011,Bus (Private),3,1,4,18,Evening,57,60,Snow,Cloudy
ARUNACHAL PRADESH,2011,Tempo/Vans (Government),0,0,0,4,Night,62,40,Gravel,Cloudy
ARUNACHAL PRADESH,2011,Tempo/Vans (Private),4,0,4,21,Night,46,40,Dry,Fog
ARUNACHAL PRADESH,2011,Jeep (Government),5,0,5,13,Afternoon,59,40,Gravel,Cloudy
ARUNACHAL PRADESH,2011,Jeep (Private),1,3,4,4,Night,33,60,Snow,Rainy
ARUNACHAL PRADESH,2011,Car (Government),3,0,3,14,Afternoon,47,80,Damaged,Windy
ARUNACHAL PRADESH,2011,Car (Private),19,5,24,16,Afternoon,30,80,Damaged,Rainy
ARUNACHAL PRADESH,2011,Three Wheeler,1,0,1,13,Afternoon,44,80,Damaged,Fog
ARUNACHAL PRADESH,2011,Two Wheeler,31,9,40,19,Evening,56,40,Gravel,Windy
ARUNACHAL PRADESH,2011,Bicycle,0,0,0,4,Night,56,40,Damaged,Cloudy
ARUNACHAL PRADESH,2011,Pedestrian,0,0,0,11,Morning,36,60,Wet,Windy
ARUNACHAL PRADESH,2011,Others (Please Specify),3,0,3,15,Afternoon,28,80,Dry,Fog
ARUNACHAL PRADESH,2011,Total Deaths (Persons),102,24,126,15,Afternoon,49,40,Dry,Cloudy
ARUNACHAL PRADESH,2011,Total Truck/Lorry,31,5,36,20,Evening,71,40,Snow,Clear
ARUNACHAL PRADESH,2011,Total Bus,4,2,6,6,Morning,44,40,Gravel,Rainy
ARUNACHAL PRADESH,2011,Total Tempo/Vans,4,0,4,3,Night,41,60,Dry,Rainy
ARUNACHAL PRADESH,2011,Total Jeep,6,3,9,0,Night,57,80,Gravel,Fog
ARUNACHAL PRADESH,2011,Total Car,22,5,27,4,Night,30,60,Snow,Fog
ARUNACHAL PRADESH,2012,Truck/Lorry (Government),3,0,3,22,Night,55,80,Damaged,Rainy
ARUNACHAL PRADESH,2012,Truck/Lorry (Private),20,6,26,9,Morning,37,80,Snow,Windy
ARUNACHAL PRADESH,2012,Bus (Government),2,0,2,21,Night,71,40,Wet,Clear
ARUNACHAL PRADESH,2012,Bus (Private),4,0,4,4,Night,74,40,Damaged,Clear
ARUNACHAL PRADESH,2012,Tempo/Vans (Government),0,0,0,3,Night,48,40,Damaged,Fog
ARUNACHAL PRADESH,2012,Tempo/Vans (Private),3,0,3,1,Night,32,40,Damaged,Fog
ARUNACHAL PRADESH,2012,Jeep (Government),1,0,1,19,Evening,46,40,Snow,Windy
ARUNACHAL PRADESH,2012,Jeep (Private),12,3,15,9,Morning,42,80,Wet,Fog
ARUNACHAL PRADESH,2012,Car (Government),0,0,0,18,Evening,53,40,Gravel,Clear
ARUNACHAL PRADESH,2012,Car (Private),11,2,13,0,Night,51,40,Snow,Rainy
ARUNACHAL PRADESH,2012,Three Wheeler,7,1,8,23,Night,73,60,Dry,Clear
ARUNACHAL PRADESH,2012,Two Wheeler,31,10,41,4,Night,49,60,Dry,Windy
ARUNACHAL PRADESH,2012,Bicycle,0,0,0,12,Afternoon,33,80,Snow,Rainy
ARUNACHAL PRADESH,2012,Pedestrian,18,2,20,3,Night,47,80,Gravel,Rainy
ARUNACHAL PRADESH,2012,Others (Please Specify),0,0,0,15,Afternoon,61,60,Dry,Clear
ARUNACHAL PRADESH,2012,Total Deaths (Persons),112,24,136,23,Night,52,60,Gravel,Rainy
ARUNACHAL PRADESH,2012,Total Truck/Lorry,23,6,29,15,Afternoon,38,40,Damaged,Rainy
ARUNACHAL PRADESH,2012,Total Bus,6,0,6,22,Night,47,40,Snow,Fog
ARUNACHAL PRADESH,2012,Total Tempo/Vans,3,0,3,1,Night,59,80,Damaged,Rainy
ARUNACHAL PRADESH,2012,Total Jeep,13,3,16,16,Afternoon,50,60,Dry,Windy
ARUNACHAL PRADESH,2012,Total Car,11,2,13,19,Evening,57,80,Gravel,Rainy
ASSAM,2001,Truck/Lorry (Government),2,0,2,23,Night,21,40,Damaged,Fog
ASSAM,2001,Truck/Lorry (Private),173,19,192,11,Morning,37,80,Dry,Cloudy
ASSAM,2001,Bus (Government),2,1,3,17,Evening,62,80,Wet,Cloudy
ASSAM,2001,Bus (Private),231,66,297,2,Night,63,80,Damaged,Windy
ASSAM,2001,Tempo/Vans (Government),3,0,3,0,Night,61,40,Wet,Windy
ASSAM,2001,Tempo/Vans (Private),8,1,9,0,Night,61,80,Wet,Rainy
ASSAM,2001,Jeep (Government),1,0,1,18,Evening,55,40,Dry,Rainy
ASSAM,2001,Jeep (Private),28,8,36,10,Morning,63,60,Snow,Cloudy
ASSAM,2001,Car (Government),6,0,6,4,Night,72,80,Gravel,Cloudy
ASSAM,2001,Car (Private),40,19,59,11,Morning,70,80,Dry,Clear
ASSAM,2001,Three Wheeler,8,0,8,2,Night,70,40,Damaged,Cloudy
ASSAM,2001,Two Wheeler,29,13,42,0,Night,70,80,Gravel,Cloudy
ASSAM,2001,Bicycle,27,2,29,0,Night,70,40,Snow,Windy
ASSAM,2001,Pedestrian,53,18,71,7,Morning,57,80,Dry,Clear
ASSAM,2001,Others (Please Specify),13,5,18,9,Morning,64,60,Snow,Clear
ASSAM,2001,Total Deaths (Persons),624,152,776,10,Morning,31,60,Damaged,Rainy
ASSAM,2001,Total Truck/Lorry,175,19,194,11,Morning,28,60,Dry,Rainy
ASSAM,2001,Total Bus,233,67,300,12,Afternoon,64,80,Damaged,Clear
ASSAM,2001,Total Tempo/Vans,11,1,12,11,Morning,67,80,Gravel,Clear
ASSAM,2001,Total Jeep,29,8,37,13,Afternoon,36,60,Gravel,Rainy
ASSAM,2001,Total Car,46,19,65,1,Night,51,60,Snow,Windy
ASSAM,2002,Truck/Lorry (Government),21,4,25,18,Evening,40,40,Snow,Windy
ASSAM,2002,Truck/Lorry (Private),204,36,240,17,Evening,47,40,Gravel,Windy
ASSAM,2002,Bus (Government),8,4,12,2,Night,62,60,Wet,Windy
ASSAM,2002,Bus (Private),220,65,285,22,Night,62,60,Gravel,Rainy
ASSAM,2002,Tempo/Vans (Government),7,1,8,16,Afternoon,27,80,Dry,Fog
ASSAM,2002,Tempo/Vans (Private),16,1,17,7,Morning,44,60,Damaged,Cloudy
ASSAM,2002,Jeep (Government),4,0,4,9,Morning,41,40,Gravel,Cloudy
ASSAM,2002,Jeep (Private),27,3,30,1,Night,53,40,Gravel,Cloudy
ASSAM,2002,Car (Government),4,0,4,18,Evening,43,40,Damaged,Cloudy
ASSAM,2002,Car (Private),44,14,58,8,Morning,26,40,Damaged,Rainy
ASSAM,2002,Three Wheeler,28,10,38,6,Morning,31,40,Dry,Fog
ASSAM,2002,Two Wheeler,43,8,51,3,Night,57,40,Damaged,Rainy
ASSAM,2002,Bicycle,23,0,23,20,Evening,49,60,Snow,Fog
ASSAM,2002,Pedestrian,59,3,62,17,Evening,44,40,Gravel,Rainy
ASSAM,2002,Others (Please Specify),46,6,52,12,Afternoon,48,40,Damaged,Clear
ASSAM,2002,Total Deaths (Persons),754,155,909,10,Morning,34,40,Dry,Fog
ASSAM,2002,Total Truck/Lorry,225,40,265,23,Night,56,40,Damaged,Cloudy
ASSAM,2002,Total Bus,228,69,297,3,Night,48,60,Gravel,Fog
ASSAM,2002,Total Tempo/Vans,23,2,25,20,Evening,55,80,Wet,Windy
ASSAM,2002,Total Jeep,31,3,34,3,Night,37,80,Damaged,Fog
ASSAM,2002,Total Car,48,14,62,9,Morning,54,80,Snow,Windy
ASSAM,2003,Truck/Lorry (Government),9,4,13,4,Night,52,80,Gravel,Windy
ASSAM,2003,Truck/Lorry (Private),256,44,300,8,Morning,74,40,Dry,Clear
ASSAM,2003,Bus (Government),4,5,9,23,Night,42,80,Gravel,Fog
ASSAM,2003,Bus (Private),322,89,411,2,Night,71,80,Wet,Clear
ASSAM,2003,Tempo/Vans (Government),7,3,10,16,Afternoon,63,60,Dry,Cloudy
ASSAM,2003,Tempo/Vans (Private),22,27,49,2,Night,45,60,Wet,Fog
ASSAM,2003,Jeep (Government),13,10,23,15,Afternoon,53,60,Wet,Rainy
ASSAM,2003,Jeep (Private),19,6,25,3,Night,60,40,Snow,Rainy
ASSAM,2003,Car (Government),5,1,6,17,Evening,52,40,Damaged,Rainy
ASSAM,2003,Car (Private),38,7,45,16,Afternoon,41,40,Snow,Windy
ASSAM,2003,Three Wheeler,20,13,33,6,Morning,50,60,Snow,Rainy
ASSAM,2003,Two Wheeler,89,18,107,23,Night,64,80,Snow,Cloudy
ASSAM,2003,Bicycle,8,0,8,22,Night,49,60,Dry,Fog
ASSAM,2003,Pedestrian,60,5,65,4,Night,50,40,Damaged,Fog
ASSAM,2003,Others (Please Specify),26,7,33,11,Morning,40,60,Damaged,Windy
ASSAM,2003,Total Deaths (Persons),898,239,1137,16,Afternoon,51,80,Dry,Windy
ASSAM,2003,Total Truck/Lorry,265,48,313,22,Night,67,40,Snow,Windy
ASSAM,2003,Total Bus,326,94,420,12,Afternoon,36,80,Snow,Cloudy
ASSAM,2003,Total Tempo/Vans,29,30,59,22,Night,54,80,Wet,Fog
ASSAM,2003,Total Jeep,32,16,48,2,Night,77,40,Wet,Clear
